Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
ILRF,501,RF 433 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61124 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61124: Strongback midpt LQ2 #10 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ2 #10 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ2 #10 TC T/C OVERTEMP XT=2U
ILRF,502,RF 434 MUX RAW > RF 170 MUX RAW AND RF 434 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61128 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61128: Strongback midpt LQ3 #3 TC  TEMP WARNING (RF 434 MUX) XT=2U,"Strongback midpt LQ3 #3 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ3 #3 TC TEMP WARNING (RF,434,MUX) XT=2U"
ILRF,503,"RF 434 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 434 MUX) XT=2U,"Strongback midpt LQ3 #3 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,434,MUX) XT=2U"
ILRF,504,RF 434 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61128 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61128: Strongback midpt LQ3 #3 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ3 #3 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ3 #3 TC T/C OVERTEMP XT=2U
ILRF,505,RF 435 MUX RAW > RF 173 MUX RAW AND RF 435 MUX RAW <= RF 172 MUX RAW,N/A,DO MESSAGE 61132 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61132: LQ3 #4(B) ground panel water  TEMP WARNING (RF 435 MUX) XT=2Y,"LQ3 #4(B) ground panel water  TEMP greater than the Group 2 high warning temp (user defined) and less than or equal to the Group 2 trip temperature (user defined), then print message","LQ3 #4(B) ground panel water  TEMP WARNING (RF,435,MUX) XT=2Y"
ILRF,506,"RF 435 MUX RAW > RF 172 MUX RAW AND RF 16 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 435 MUX) XT=2Y,"LQ3 #4(B) ground panel water  TEMP is greater than Group 2 trip temperature (user defined) AND  the  RF TC Group 2 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,435,MUX) XT=2Y"
ILRF,507,RF 435 MUX RAW > RF 172 MUX RAW,N/A,DO MESSAGE 61132 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61132: LQ3 #4(B) ground panel water  T/C OVERTEMP XT=2Y,"LQ3 #4(B) ground panel water  TEMP is greater than Group 2 trip temperature (user defined), then print message",LQ3 #4(B) ground panel water  T/C OVERTEMP XT=2Y
ILRF,508,RF 436 MUX RAW > RF 173 MUX RAW AND RF 436 MUX RAW <= RF 172 MUX RAW,N/A,DO MESSAGE 61136 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61136: LQ3 #4(C) beamside panel water  TEMP WARNING (RF 436 MUX) XT=2Y,"LQ3 #4(C) beamside panel water TEMP greater than the Group 2 high warning temp (user defined) and less than or equal to the Group 2 trip temperature (user defined), then print message","LQ3 #4(C) beamside panel water TEMP WARNING (RF,436,MUX) XT=2Y"
ILRF,509,"RF 436 MUX RAW > RF 172 MUX RAW AND RF 16 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 436 MUX) XT=2Y,"LQ3 #4(C) beamside panel water TEMP is greater than Group 2 trip temperature (user defined) AND  the  RF TC Group 2 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,436,MUX) XT=2Y"
ILRF,510,RF 436 MUX RAW > RF 172 MUX RAW,N/A,DO MESSAGE 61136 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61136: LQ3 #4(C) beamside panel water  T/C OVERTEMP XT=2Y,"LQ3 #4(C) beamside panel water TEMP is greater than Group 2 trip temperature (user defined), then print message",LQ3 #4(C) beamside panel water  T/C OVERTEMP XT=2Y
ILRF,511,RF 437 MUX RAW > RF 170 MUX RAW AND RF 437 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61140 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61140: PHASE Probe housing TC  TEMP WARNING (RF 437 MUX),"PHASE Probe housing TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","PHASE Probe housing TC TEMP WARNING (RF,437,MUX)"
ILRF,512,"RF 437 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 437 MUX),"PHASE Probe housing TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,437,MUX)"
ILRF,513,RF 437 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61140 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61140: PHASE Probe housing TC  T/C OVERTEMP," PHASE Probe housing TC is greater than Group 1 trip temperature (user defined), then print message",PHASE Probe housing TC  T/C OVERTEMP
ILRF,514,RF 440 MUX RAW > RF 170 MUX RAW AND RF 440 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61144 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61144: Strongback tip LQ3 #3  TEMP WARNING (RF 440 MUX) XT=2U,"Strongback tip LQ3 #3 TEMP is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ3 #3 TEMP WARNING (RF,440,MUX) XT=2U"
ILRF,515,"RF 440 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 440 MUX) XT=2U,"Strongback tip LQ3 #3 TEMP is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,440,MUX) XT=2U"
ILRF,516,RF 440 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61144 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61144: Strongback tip LQ3 #3  T/C OVERTEMP XT=2U,"Strongback tip LQ3 #3 TEMP is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ3 #3 T/C OVERTEMP XT=2U
ILRF,517,RF 442 MUX RAW > RF 170 MUX RAW AND RF 442 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61148 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61148: Strongback tip LQ3 #7  TEMP WARNING (RF 442 MUX) XT=2U,"Strongback tip LQ3 #7 TEMP greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ3 #7 TEMP WARNING (RF,442,MUX) XT=2U"
ILRF,518,"RF 442 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 442 MUX) XT=2U,"Strongback tip LQ3 #7 TEMP is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,442,MUX) XT=2U"
ILRF,519,RF 442 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61148 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61148: Strongback tip LQ3 #7  T/C OVERTEMP XT=2U," Strongback tip LQ3 #7 TEMP is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ3 #7 T/C OVERTEMP XT=2U
ILRF,520,RF 444 MUX RAW > RF 170 MUX RAW AND RF 444 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61152 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61152: Strongback tip LQ3 #9  TEMP WARNING (RF 444 MUX) XT=2U,"Strongback tip LQ3 #9 temp is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ3 #9 TEMP WARNING (RF,444,MUX) XT=2U"
ILRF,521,"RF 444 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 444 MUX) XT=2U,"Strongback tip LQ3 #9 temp is  greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,444,MUX) XT=2U"
ILRF,522,RF 444 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61152 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61152: Strongback tip LQ3 #9  T/C OVERTEMP XT=2U,"Strongback tip LQ3 #9 temp is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ3 #9 T/C OVERTEMP XT=2U
ILRF,523,RF 445 MUX RAW > RF 170 MUX RAW AND RF 445 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61156 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61156: Strongback tip LQ3 #10  TEMP WARNING (RF 445 MUX) XT=2U,"Strongback tip LQ3 #10 TEMP greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback tip LQ3 #10 TEMP WARNING (RF,445,MUX) XT=2U"
ILRF,524,"RF 445 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 445 MUX) XT=2U,"Strongback tip LQ3 #10 TEMP is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,445,MUX) XT=2U"
ILRF,525,RF 445 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61156 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61156: Strongback tip LQ3 #10  T/C OVERTEMP XT=2U," Strongback tip LQ3 #10 TEMP is greater than Group 1 trip temperature (user defined), then print message",Strongback tip LQ3 #10 T/C OVERTEMP XT=2U
ILRF,526,RF 447 MUX RAW > RF 170 MUX RAW AND RF 447 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61160 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61160: Strongback midpt LQ3 #7 TC  TEMP WARNING (RF 447 MUX) XT=2U,"Strongback midpt LQ3 #7 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ3 #7 TC  TEMP WARNING (RF,447,MUX) XT=2U"
ILRF,527,"RF 447 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 447 MUX) XT=2U,"Strongback midpt LQ3 #7 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,447,MUX) XT=2U"
ILRF,528,RF 447 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61160 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61160: Strongback midpt LQ3 #7 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ3 #7 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ3 #7 TC T/C OVERTEMP XT=2U
ILRF,529,RF 451 MUX RAW > RF 170 MUX RAW AND RF 451 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61164 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61164: Strongback midpt LQ3 #9 TC  TEMP WARNING (RF 451 MUX) XT=2U,"Strongback midpt LQ3 #9 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ3 #9 TC  TEMP WARNING (RF,451,MUX) XT=2U"
ILRF,530,"RF 451 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 451 MUX) XT=2U,"Strongback midpt LQ3 #9 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,451,MUX) XT=2U"
ILRF,531,RF 451 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61164 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61164: Strongback midpt LQ3 #9 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ3 #9 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ3 #9 TC T/C OVERTEMP XT=2U
ILRF,532,RF 452 MUX RAW > RF 170 MUX RAW AND RF 452 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61168 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61168: Strongback midpt LQ3 #10 TC  TEMP WARNING (RF 452 MUX) XT=2U,"Strongback midpt LQ3 #10 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message",Strongback midpt LQ3 #10 TC T/C OVERTEMP XT=2U
ILRF,533,"RF 452 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 452 MUX) XT=2U,"Strongback midpt LQ3 #10 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,452,MUX) XT=2U"
ILRF,534,RF 452 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61168 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61168: Strongback midpt LQ3 #10 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ3 #10 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ3 #10 TC T/C OVERTEMP XT=2U
ILRF,535,RF 453 MUX RAW > RF 170 MUX RAW AND RF 453 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61172 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61172: Strongback midpt LQ4 #1 TC  TEMP WARNING (RF 453 MUX) XT=2U,"Strongback midpt LQ4 #1 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #1 TC TEMP WARNING (RF,453,MUX) XT=2U"
ILRF,536,"RF 453 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 453 MUX) XT=2U,"Strongback midpt LQ4 #1 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,453,MUX) XT=2U"
ILRF,537,RF 453 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61172 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61172: Strongback midpt LQ4 #1 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ4 #1 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #1 TC T/C OVERTEMP XT=2U
ILRF,538,RF 454 MUX RAW > RF 170 MUX RAW AND RF 454 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61176: Strongback midpt LQ4 #2 TC  TEMP WARNING (RF 454 MUX) XT=2U,"Strongback midpt LQ4 #2 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #2 TC TEMP WARNING (RF,454,MUX) XT=2U"
ILRF,539,"RF 454 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 454 MUX) XT=2U,"Strongback midpt LQ4 #2 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,454,MUX) XT=2U"
ILRF,540,RF 454 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61176: Strongback midpt LQ4 #2 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ4 #2 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #2 TC T/C OVERTEMP XT=2U
ILRF,541,RF 455 MUX RAW > RF 170 MUX RAW AND RF 455 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61180 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61180: Strongback midpt LQ4 #3 TC  TEMP WARNING (RF 455 MUX) XT=2U,"Strongback midpt LQ4 #3 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #3 TC TEMP WARNING (RF,455,MUX) XT=2U"
ILRF,542,"RF 455 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 455 MUX) XT=2U,"Strongback midpt LQ4 #3 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,455,MUX) XT=2U"
ILRF,543,RF 455 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61180 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61180: Strongback midpt LQ4 #3 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ4 #3 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #3 TC T/C OVERTEMP XT=2U
ILRF,544,RF 456 MUX RAW > RF 173 MUX RAW AND RF 456 MUX RAW <= RF 172 MUX RAW,N/A,DO MESSAGE 61184 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61184: LQ4 #4(B) ground panel water  TEMP WARNING (RF 456 MUX) XT=2Y,"LQ4 #4(B) ground panel water TEMP greater than the Group 2 high warning temp (user defined) and less than or equal to the Group 2 trip temperature (user defined), then print message","LQ4 #4(B) ground panel water TEMP WARNING (RF,456,MUX) XT=2Y"
ILRF,545,"RF 456 MUX RAW > RF 172 MUX RAW AND RF 16 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 456 MUX) XT=2Y,"LQ4 #4(B) ground panel water TEMP is greater than Group 2 trip temperature (user defined) AND  the  RF TC Group 2 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,456,MUX) XT=2Y"
ILRF,546,RF 456 MUX RAW > RF 172 MUX RAW,N/A,DO MESSAGE 61184 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61184: LQ4 #4(B) ground panel water  T/C OVERTEMP XT=2Y,"LQ4 #4(B) ground panel water TEMP is greater than Group 2 trip temperature (user defined), then print message",LQ4 #4(B) ground panel water T/C OVERTEMP XT=2Y
ILRF,547,RF 457 MUX RAW > RF 170 MUX RAW AND RF 457 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61188 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61188: Strongback midpt LQ4 #5 TC  TEMP WARNING (RF 457 MUX) XT=2U,"Strongback midpt LQ4 #5 TC greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #5 TC TEMP WARNING (RF,457,MUX) XT=2U"
ILRF,548,"RF 457 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 457 MUX) XT=2U,"Strongback midpt LQ4 #5 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,457,MUX) XT=2U"
ILRF,549,RF 457 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61188 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61188: Strongback midpt LQ4 #5 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ4 #5 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #5 TC T/C OVERTEMP XT=2U
ILRF,550,RF 461 MUX RAW > RF 170 MUX RAW AND RF 461 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61192 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61192: Strongback midpt LQ4 #7 TC  TEMP WARNING (RF 461 MUX) XT=2U,"Strongback midpt LQ4 #7 TC is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #7 TC TEMP WARNING (RF,461,MUX) XT=2U"
ILRF,551,"RF 461 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 461 MUX) XT=2U,"Strongback midpt LQ4 #7 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp (RF,461,MUX) XT=2U"
ILRF,552,RF 461 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61192 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61192: Strongback midpt LQ4 #7 TC  T/C OVERTEMP XT=2U,"Strongback midpt LQ4 #7 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #7 TC T/C OVERTEMP XT=2U
ILRF,553,RF 463 MUX RAW > RF 170 MUX RAW AND RF 463 MUX RAW <= RF 171 MUX RAW,N/A,DO MESSAGE 61632 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61632: Strongback midpt LQ4 #9 TC  TEMP WARNING (RF 463 MUX) XT=2U,"Strongback midpt LQ4 #9 TC is greater than the Group 1 warning temp (user defined) and less than or equal to the Group 1 trip temperature (user defined), then print message","Strongback midpt LQ4 #9 TC TEMP WARNING (RF,463,MUX) XT=2U"
ILRF,554,"RF 463 MUX RAW > RF 171 MUX RAW AND RF 13 REG MASK(hex)=4000 RAW > 0 AND -, RF 77 DIGI BIT=2 RAW = 1",DO OFF RF 77 DIGI,DO MESSAGE 100176 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 100176: ILRF_SCAN                      RF TRIP: T/C Overtemp  (RF 463 MUX) XT=2U,"Strongback midpt LQ4 #9 TC is greater than Group 1 trip temperature (user defined) AND  the  RF TC Group 1 trip is enabled AND the RF synthesizer is on, then turn off the RF synthesizer ","RF TRIP: T/C Overtemp  (RF,463,MUX) XT=2U"
ILRF,555,RF 463 MUX RAW > RF 171 MUX RAW,N/A,DO MESSAGE 61632 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 61632: Strongback midpt LQ4 #9 TC  T/C OVERTEMP XT=2U," Strongback midpt LQ4 #9 TC is greater than Group 1 trip temperature (user defined), then print message",Strongback midpt LQ4 #9 TC T/C OVERTEMP XT=2U
