,Text,Thumbwheel,XT Page,Keyword
1984,2CVCM1 PS CURRENT SETPOINT READBACK,B2 1 DAC     114,2CQ1,Beamline 2C
1985,2CVB1 PS CURRENT SETPOINT READBACK,B2 2 DAC     114,2CQ1,Beamline 2C
1986,2CVCM1 PS REG CURRENT READBACK,B2 1 MUXL,2CQ1,Beamline 2C
1987,2CVB1 PS REG CURRENT READBACK,B2 2 MUXL,2CQ1,Beamline 2C
1988,"MANUAL OPEN: RV10 CLOSED, MANUAL OPEN: RV10 CLOSED READBACK, RV10 I/L BYPASS SUMMARY STATUS, RV10 STATUS",B2 85 DIGI,"2CR10, 2CR5, 2CR8, 2CV, 2CVA4",Beamline 2C
1989,MANUAL OPEN: RHV CLOSED LAST TRIP,B2 185 REG,2CR10,Beamline 2C
1990,RV10 MANUAL OPEN TRIP COUNTER,B2 185 MUX,2CR10,Beamline 2C
1991,"MANUAL OPEN: VA4 CLOSED, VA4 I/L BYPASS SUMMARY STATUS, VA4 STATUS",B2 80 DIGI,"2CR10, 2CV, 2CVA4",Beamline 2C
1992,"MANUAL OPEN: VA8 CLOSED READBACK, VA8 I/L BYPASS SUMMARY STATUS, VA8 STATUS",B2 82 DIGI,"2CR10, 2CR8, 2CV, 2CVA8",Beamline 2C
1993,"MANUAL OPEN: RV5 CLOSED READBACK, RV5 I/L BYPASS SUMMARY STATUS, RV5 STATUS",B2 83 DIGI,"2CR10, 2CR5, 2CR8, 2CV, 2CVA5",Beamline 2C
1994,"MANUAL OPEN: RV8 CLOSED READBACK, RV8 I/L BYPASS SUMMARY STATUS, RV8 STATUS",B2 84 DIGI,"2CR10, 2CR5, 2CR8, 2CV, 2CVA8",Beamline 2C
1995,"2CTC2 READING, ION GAUGE AUTO OFF: 2CTC2 READING, ION GAUGE MANUAL ON: 2CTC2 (FOR IG) READING, TC2 - THERMOCOUPLE VACUUM GAUGE 2",B2 102 MUX,"2CR10, 2CV, 2CVA4, 2CVA5, 2CVA8, 2CVP",Beamline 2C
1996,"2CTC2 SETPOINT, TC2 SETPOINT",B2 132 MUX,"2CR10, 2CV, 2CVA4, 2CVA5, 2CVA8",Beamline 2C
1997,"2CTC10 READING, TC10 - THERMOCOUPLE VACUUM GAUGE 10",B2 110 MUX,"2CR10, 2CR11, 2CR12, 2CR5, 2CR8, 2CV",Beamline 2C
1998,"2CTC10 SETPOINT, TC10 SETPOINT",B2 140 MUX,"2CR10, 2CR11, 2CR12, 2CR5, 2CR8, 2CV",Beamline 2C
1999,RV5 AUTO CLOSE: RHV CLOSED LAST TRIP,B2 105 REG,2CR10,Beamline 2C
2000,RV10 TRIP COUNTER,B2 165 MUX,2CR10,Beamline 2C
2001,MANUAL OPEN: RV12 CLOSED LAST TRIP,B2 186 REG,2CR11,Beamline 2C
2002,RV11 MANUAL OPEN TRIP COUNTER,B2 186 MUX,2CR11,Beamline 2C
2003,AUTO CLOSE: RV12 CLOSED LAST TRIP,B2 106 REG,2CR11,Beamline 2C
2004,RV11 TRIP COUNTER,B2 166 MUX,2CR11,Beamline 2C
2005,MANUAL OPEN: RV11 CLOSED LAST TRIP,B2 187 REG,2CR12,Beamline 2C
2006,RV12 MANUAL OPEN TRIP COUNTER,B2 187 MUX,2CR12,Beamline 2C
2007,AUTO CLOSE: RV11 CLOSED LAST TRIP,B2 107 REG,2CR12,Beamline 2C
2008,RV12 TRIP COUNTER,B2 167 MUX,2CR12,Beamline 2C
2009,MANUAL OPEN: VA5 CLOSED LAST TRIP,B2 183 REG,2CR5,Beamline 2C
2010,RV5 MANUAL OPEN TRIP COUNTER,B2 183 MUX,2CR5,Beamline 2C
2011,"2CTC5 READING, TC5 - THERMOCOUPLE VACUUM GAUGE 5",B2 105 MUX,"2CR5, 2CV, 2CVA5",Beamline 2C
2012,"2CTC5 SETPOINT, TC5 SETPOINT",B2 135 MUX,"2CR5, 2CV, 2CVA5",Beamline 2C
2013,RV5 AUTO CLOSE: VA5 CLOSED LAST TRIP,B2 103 REG,2CR5,Beamline 2C
2014,RV5 TRIP COUNTER,B2 163 MUX,2CR5,Beamline 2C
2015,MANUAL OPEN: VA8 CLOSED LAST TRIP,B2 184 REG,2CR8,Beamline 2C
2016,RV8 MANUAL OPEN TRIP COUNTER,B2 184 MUX,2CR8,Beamline 2C
2017,"2CTC8 READING, TC8 - THERMOCOUPLE VACUUM GAUGE 8",B2 108 MUX,"2CR8, 2CV, 2CVA8",Beamline 2C
2018,"2CTC8 SETPOINT, TC8 SETPOINT",B2 138 MUX,"2CR8, 2CV, 2CVA8",Beamline 2C
2019,RV8 AUTO CLOSE: VA8 CLOSED LAST TRIP,B2 104 REG,2CR8,Beamline 2C
2020,RV8 TRIP COUNTER,B2 164 MUX,2CR8,Beamline 2C
2021,MANUEL OPEN:  CYC VAC OK LAST TRIP,B2 195 REG,2CRHV,Beamline 2C
2022,RHV MANUAL OPEN TRIP COUNTER,B2 195 MUX,2CRHV,Beamline 2C
2023,"IG I/L BYPASS SUMMARY STATUS, ION GAUGE STATUS, MANUAL OPEN: ION GAUGE ON",B2 98 DIGI,"2CRHV, 2CV, 2CVP",Beamline 2C
2024,"AUTO CLOSE: ION GAUGE READBACK, IG READING, MANUAL OPEN: ION GAUGE READBACK",B2 115 MUX,"2CRHV, 2CV",Beamline 2C
2025,"AUTO CLOSE: ION GAUGE SETPOINT, IG SETPOINT, MANUAL OPEN: ION GAUGE SETPOINT",B2 145 MUX,"2CRHV, 2CV",Beamline 2C
2026,"AUTO CLOSE: TC1 SETPOINT FOR RHV I/L, MANUAL OPEN: TC1 SETPOINT FOR RHV I/L, TC1 SETPOINT",B2 130 MUX,"2CRHV, 2CV",Beamline 2C
2027,AUTO CLOSE:  CYC VAC OK LAST TRIP,B2 115 REG,2CRHV,Beamline 2C
2028,RHV AUTO CLOSE TRIP COUNTER,B2 175 MUXL,2CRHV,Beamline 2C
2029,"BACKING PUMP STATUS, BP",B2 93 DIGI,"2CV, 2CVP",Beamline 2C
2030,"MANUAL OPEN: TURBO RUNNING ON, TURBO PUMP, TURBO PUMP STATUS",B2 92 DIGI,"2CV, 2CVA4, 2CVP",Beamline 2C
2031,"TURBO PUMP CURREMT, TURBO PUMP CURRENT",B2 92 MUX,"2CV, 2CVP",Beamline 2C
2032,"ROUGHING PUMP STATUS, RP",B2 94 DIGI,"2CV, 2CVP",Beamline 2C
2033,"2CV VENT VALVE STATUS, VENT VALVE I/L BYPASS SUMMARY STATUS",B2 90 DIGI,"2CV, 2CVV",Beamline 2C
2034,MANUAL CLOSE: RHV CLOSED LAST TRIP,B2 179 REG,2CVA4,Beamline 2C
2035,VA4 MANUAL CLOSE TRIP COUNTER,B2 180 MUXR,2CVA4,Beamline 2C
2036,MANUAL OPEN: RHV CLOSED LAST TRIP,B2 180 REG,2CVA4,Beamline 2C
2037,VA4 MANUAL OPEN TRIP COUNTER,B2 180 MUXL,2CVA4,Beamline 2C
2038,VA4 AUTO CLOSE: RV10 CLOSED LAST TRIP,B2 100 REG,2CVA4,Beamline 2C
2039,VA4 TRIP COUNTER,B2 160 MUX,2CVA4,Beamline 2C
2040,MANUAL OPEN: RHV CLOSED LAST TRIP,B2 181 REG,2CVA5,Beamline 2C
2041,VA5 MANUAL OPEN TRIP COUNTER,B2 181 MUXL,2CVA5,Beamline 2C
2042,VA5 AUTO CLOSE: RV5 CLOSED LAST TRIP,B2 101 REG,2CVA5,Beamline 2C
2043,VA5 TRIP COUNTER,B2 161 MUX,2CVA5,Beamline 2C
2044,MANUAL OPEN: RHV CLOSED LAST TRIP,B2 182 REG,2CVA8,Beamline 2C
2045,VA8 MANUAL OPEN TRIP COUNTER,B2 182 MUX,2CVA8,Beamline 2C
2046,VA8 AUTO CLOSE: RV8 CLOSED LAST TRIP,B2 102 REG,2CVA8,Beamline 2C
2047,VA8 TRIP COUNTER,B2 162 MUX,2CVA8,Beamline 2C
2048,TP MANUAL ON: TRIP COUNTER,B2 192 MUX,2CVP,Beamline 2C
2049,TP MANUAL ON: 2CTC4 LAST TRIP,B2 192 REG,2CVP,Beamline 2C
2050,TP AUTO OFF: TRIP COUNTER,B2 172 MUX,2CVP,Beamline 2C
2051,TP AUTO OFF: 2CTC4 LAST TRIP,B2 112 REG,2CVP,Beamline 2C
2052,BP MANUAL ON: TRIP COUNTER,B2 193 MUX,2CVP,Beamline 2C
2053,RP MANUAL ON: TRIP COUNTER,B2 194 MUX,2CVP,Beamline 2C
2054,ION GAUGE MANUAL ON: TRIP COUNTER,B2 198 MUX,2CVP,Beamline 2C
2055,"ION GAUGE AUTO OFF: 2CTC2 (FOR IG) SETPOINT READBACK, ION GAUGE MANUAL ON: 2CTC2 (FOR IG) SETPOINT READBACK",B2 129 MUX,2CVP,Beamline 2C
2056,ION GAUGE MANUAL ON: 2CTC2 (FOR IG) VAC OK LAST TRIP,B2 198 REG,2CVP,Beamline 2C
2057,ION GAUGE AUTO OFF: TRIP COUNTER,B2 178 MUX,2CVP,Beamline 2C
2058,ION GAUGE AUTO OFF: 2CTC2 VACUUM OK  LAST TRIP,B2 118 REG,2CVP,Beamline 2C
2059,VV MANUAL OPEN: TRIP COUNTER,B2 190 MUX,2CVV,Beamline 2C
2060,"VV MANUAL OPEN: RV11 CLOSED LAST TRIP, VV MANUAL OPEN: RV12 CLOSED LAST TRIP",B2 190 REG,2CVV,Beamline 2C
2061,VV AUTO CLOSE: TRIP COUNTER,B2 170 MUX,2CVV,Beamline 2C
2062,"VV AUTO CLOSE: RV11 CLOSED LAST TRIP, VV AUTO CLOSE: RV12 CLOSED LAST TRIP",B2 110 REG,2CVV,Beamline 2C
2063,R MOTOR DESTINATION,TK 326 MUX,"2CX, MN2CX",Tank
2064,L MOTOR DESTINATION,TK 325 MUX,"2CX, MN2CX",Tank
2065,Z MOTOR DESTINATION,TK 324 MUX,"2CX, MN2CX",Tank
2066,R MOTOR CURRENT,B2 72 MUXR,"2CX, MN2CX",Beamline 2C
2067,L MOTOR CURRENT,B2 72 MUXL,"2CX, MN2CX",Beamline 2C
2068,Z MOTOR CURRENT,B2 72 MUXT,"2CX, MN2CX",Beamline 2C
2069,"R MOTOR ERROR STATUS, R MOTOR READY STATUS",TK 34 REG,"2CX, MN2CX",Tank
2070,"L MOTOR ERROR STATUS, L MOTOR READY STATUS",TK 35 REG,"2CX, MN2CX",Tank
2071,"Z MOTOR ERROR STATUS, Z MOTOR READY STATUS",TK 36 REG,"2CX, MN2CX",Tank
2072,L OK STATUS,B2 0 REG,"2CX, MN2CX",Beamline 2C
2073,"2C TOROID CURRENT, 2C TOROID RAW MUX, EXTRACTION 2C GAIN",B2 17 MUX,"2CX, 7H, 7K",Beamline 2C
2074,TRIMAC ERROR CODE FOR LAST COMMAND,B2 99 MUX,2CX,Beamline 2C
2075,"BL2C EXTRACTION PROBE, TRIMAC WATCHDOG COUNTER",TK 327 MUX,"2CX, MN2CX, MNW1",Tank
2076,FOIL CURRENT LIMIT,B2 77 MUX,2CX,Beamline 2C
2077,"DEFAULT CURRENT LIMIT (FROM PAGE 7K), EXTRACTION 2C TRIP LIMIT",B2 76 MUX,"2CX, 7K",Beamline 2C
2078,TEMPERATURE SETPOINT,MS 170 MUX,"2DRV, 2FAN",Miscellanious
2079,CTG01 VFD SPEED,MS 152 MUX,2DRV,Miscellanious
2080,CTG02 VFD SPEED,MS 162 MUX,2DRV,Miscellanious
2081,DRIVE 1 DEVICE PRESENT,MS 73 DIGI,2DRV,Miscellanious
2082,DRIVE 2 DEVICE PRESENT,MS 76 DIGI,2DRV,Miscellanious
2083,CTG01 VFD FAULT,MS 71 REG,2DRV,Miscellanious
2084,CTG02 VFD FAULT,MS 72 REG,2DRV,Miscellanious
2085,"COOLING TOWER UNIT 1 DRIVE, UNIT 1 DRIVE",MS 73 REG,"2DRV, 31",Miscellanious
2086,CTG01 MOTOR 01A CURRENT,MS 154 MUX,2DRV,Miscellanious
2087,CTG02 MOTOR 02A CURRENT,MS 164 MUX,2DRV,Miscellanious
2088,CTG01 MOTOR 01B CURRENT,MS 155 MUX,2DRV,Miscellanious
2089,CTG02 MOTOR 02B CURRENT,MS 165 MUX,2DRV,Miscellanious
2090,CTG01 MOTOR 01C CURRENT,MS 156 MUX,2DRV,Miscellanious
2091,CTG02 MOTOR 02C CURRENT,MS 166 MUX,2DRV,Miscellanious
2092,"CT01 AI TRANSFER PROCESS WATCHDOG, CTG01 AI TRANSFER PROCESS WATCHDOG",MS 150 MUX,"2DRV, MNW",Miscellanious
2093,"CT02 AI TRANSFER PROCESS WATCHDOG, CTG02 AI TRANSFER PROCESS WATCHDOG",MS 160 MUX,"2DRV, MNW",Miscellanious
2094,"CT01 DI TRANSFER PROCESS WATCHDOG, CTG01 DI TRANSFER PROCESS WATCHDOG",MS 151 MUX,"2DRV, MNW",Miscellanious
2095,"CT02 DI TRANSFER PROCESS WATCHDOG, CTG02 DI TRANSFER PROCESS WATCHDOG",MS 161 MUX,"2DRV, MNW",Miscellanious
2096,"CTG01 START BUTTON STATUS, CTG01 STOP BUTTON STATUS",MS 75 REG,2DRV,Miscellanious
2097,"CTG02 START BUTTON STATUS, CTG02 STOP BUTTON STATUS",MS 76 REG,2DRV,Miscellanious
2098,2U9,RF 614 MUX,2DV1,Radio Frequency
2099,2U8,RF 613 MUX,2DV1,Radio Frequency
2100,2U7,RF 612 MUX,2DV1,Radio Frequency
2101,2U6,RF 611 MUX,2DV1,Radio Frequency
2102,2U5,RF 610 MUX,2DV1,Radio Frequency
2103,2U4,RF 609 MUX,2DV1,Radio Frequency
2104,2U3,RF 608 MUX,2DV1,Radio Frequency
2105,2U2,RF 607 MUX,2DV1,Radio Frequency
2106,1U3,RF 600 MUX,2DV1,Radio Frequency
2107,1U4,RF 601 MUX,2DV1,Radio Frequency
2108,1U5,RF 602 MUX,2DV1,Radio Frequency
2109,1U6,RF 603 MUX,2DV1,Radio Frequency
2110,1U7,RF 604 MUX,2DV1,Radio Frequency
2111,1U8,RF 605 MUX,2DV1,Radio Frequency
2112,1U9,RF 606 MUX,2DV1,Radio Frequency
2113,2L9,RF 644 MUX,2DV1,Radio Frequency
2114,2L8,RF 643 MUX,2DV1,Radio Frequency
2115,2L7,RF 642 MUX,2DV1,Radio Frequency
2116,2L6,RF 641 MUX,2DV1,Radio Frequency
2117,2L5,RF 640 MUX,2DV1,Radio Frequency
2118,2L4,RF 639 MUX,2DV1,Radio Frequency
2119,2L3,RF 638 MUX,2DV1,Radio Frequency
2120,2L2,RF 637 MUX,2DV1,Radio Frequency
2121,1L3,RF 630 MUX,2DV1,Radio Frequency
2122,1L4,RF 631 MUX,2DV1,Radio Frequency
2123,1L5,RF 632 MUX,2DV1,Radio Frequency
2124,1L6,RF 633 MUX,2DV1,Radio Frequency
2125,1L7,RF 634 MUX,2DV1,Radio Frequency
2126,1L8,RF 635 MUX,2DV1,Radio Frequency
2127,1L9,RF 636 MUX,2DV1,Radio Frequency
2128,3U9,RF 621 MUX,2DV1,Radio Frequency
2129,3U8,RF 620 MUX,2DV1,Radio Frequency
2130,3U7,RF 619 MUX,2DV1,Radio Frequency
2131,3U6,RF 618 MUX,2DV1,Radio Frequency
2132,3U5,RF 617 MUX,2DV1,Radio Frequency
2133,3U4,RF 616 MUX,2DV1,Radio Frequency
2134,3U3,RF 615 MUX,2DV1,Radio Frequency
2135,4U2,RF 622 MUX,2DV1,Radio Frequency
2136,4U3,RF 623 MUX,2DV1,Radio Frequency
2137,4U4,RF 624 MUX,2DV1,Radio Frequency
2138,4U5,RF 625 MUX,2DV1,Radio Frequency
2139,4U6,RF 626 MUX,2DV1,Radio Frequency
2140,4U7,RF 627 MUX,2DV1,Radio Frequency
2141,4U8,RF 628 MUX,2DV1,Radio Frequency
2142,4U9,RF 629 MUX,2DV1,Radio Frequency
2143,3L9,RF 651 MUX,2DV1,Radio Frequency
2144,3L8,RF 650 MUX,2DV1,Radio Frequency
2145,3L7,RF 649 MUX,2DV1,Radio Frequency
2146,3L6,RF 648 MUX,2DV1,Radio Frequency
2147,3L5,RF 647 MUX,2DV1,Radio Frequency
2148,3L4,RF 646 MUX,2DV1,Radio Frequency
2149,3L3,RF 645 MUX,2DV1,Radio Frequency
2150,4L2,RF 652 MUX,2DV1,Radio Frequency
2151,4L3,RF 653 MUX,2DV1,Radio Frequency
2152,4L4,RF 654 MUX,2DV1,Radio Frequency
2153,4L5,RF 655 MUX,2DV1,Radio Frequency
2154,4L6,RF 656 MUX,2DV1,Radio Frequency
2155,4L7,RF 657 MUX,2DV1,Radio Frequency
2156,4L8,RF 658 MUX,2DV1,Radio Frequency
2157,4L9,RF 659 MUX,2DV1,Radio Frequency
2158,VAULT EXHAUST FILTERS DIFF PRESSURE,MS 30 MUX,2F,Miscellanious
2159,BL1A EXHAUST FILTERS DIFF PRESSURE,MS 24 MUX,2F,Miscellanious
2160,SAB1 COMPRESSOR ATLAS COPCO PRESSURE,MS 7 MUX,2F,Miscellanious
2161,SECONDARY SAB1 AIR PRESSURE,MS 6 MUX,2F,Miscellanious
2162,SAB1 COMPRESSOR CARBON MONOXIDE LEVEL UNIT #1,MS 91 MUX,2F,Miscellanious
2163,SAB1 COMPRESSOR CARBON MONOXIDE LEVEL UNIT #2,MS 92 MUX,2F,Miscellanious
2164,ARIEL COMPRESSOR L2 ATLAS COPCO PRESSURE,MS 19 MUX,2F,Miscellanious
2165,ARIEL COMPRESSOR CARBON MONOXIDE LEVEL UNIT #3,MS 93 MUX,2F,Miscellanious
2166,ARIEL COMPRESSOR CARBON MONOXIDE LEVEL UNIT #3 ALARM,MS 24 REG,2F,Miscellanious
2167,MESON HALL AIR PRESSURE,MS 8 MUX,2F,Miscellanious
2168,ISAC-I AIR PRESSURE,MS 9 MUX,2F,Miscellanious
2169,1AT2 AIR PRESSURE,MS 21 MUX,2F,Miscellanious
2170,PROPORTIONAL BAND,MS 172 MUX,2FAN,Miscellanious
2171,TEMPERATURE LOW WARN LIMIT,MS 175 MUX,2FAN,Miscellanious
2172,INTEGRAL TIME,MS 173 MUX,2FAN,Miscellanious
2173,TEMPERATURE HIGH WARN LIMIT,MS 176 MUX,2FAN,Miscellanious
2174,DERIVATIVE TIME,MS 174 MUX,2FAN,Miscellanious
2175,"CONTROLLER OUTPUT POWER, THREE WAY VALVE OUTPUT POWER",RF 334 MUX,"2FAN, RFTWV",Radio Frequency
2176,"COOLING TOWER FANS CONTROL, CTFAN DETACHED PROCESS WATCHDOG",MS 177 MUX,"2FAN, MNW",Miscellanious
2177,UPS 6 (ISAC ELEC. ROOM) - UPS ON BATTERY,MS 17 REG,2G,Miscellanious
2178,"MESON HALL DRAIN VALVE, RAW WATER TEMPERATURE ALARM LO, VAULT DRAIN VALVE, VAULT MONITORING SUMP STATUS",MS 1 REG,"2P, 2S",Miscellanious
2179,RAW WATER RESISTIVITY,MS 62 MUX,2P,Miscellanious
2180,RAW WATER RETURN TEMPERATURE,MS 167 MUX,2P,Miscellanious
2181,RAW WATER (MAIN) PRESSURE,MS 1 MUX,2P,Miscellanious
2182,RAW WATER (RF) PRESSURE,MS 56 MUX,2P,Miscellanious
2183,RAW WATER (ISIS) PRESSURE,MS 57 MUX,2P,Miscellanious
2184,AL-ALCW SUBMARINE TANK CAPPING PRESSURE,MS 210 MUX,2P,Miscellanious
2185,AL-ALCW SUBMARINE TANK LEVEL,MS 234 MUX,2P,Miscellanious
2186,"AL-ALCW PRESSURE, AL-ALCW PUMP PRESSURE",MS 2 MUX,"2P, 31",Miscellanious
2187,AL-ALCW TANK CAPPING PRESSURE,MS 212 MUX,2P,Miscellanious
2188,AL-ALCW RESISTIVITY,MS 63 MUX,2P,Miscellanious
2189,AL-ALCW MM BOOSTER PUMP PRESSURE,MS 59 MUX,"2P, 31",Miscellanious
2190,AL-ALCW TANK LEVEL,MS 232 MUX,2P,Miscellanious
2191,"AL-ALCW SUPPLY TEMPERATURE, AL-ALCW TEMPERATURE, SERVICES TEMPERATURE",MS 11 MUX,"2P, RFPCV, RFTWV",Miscellanious
2192,AL-ALCW SA1-16 NDE BEARING TEMPERATURE,MS 25 MUX,2P,Miscellanious
2193,CU-ALCW DISSOLVED OXYGEN,MS 61 MUX,2P,Miscellanious
2194,CU-ALCW TANK CAPPING PRESSURE,MS 231 MUX,2P,Miscellanious
2195,CU-ALCW RESISTIVITY,MS 64 MUX,2P,Miscellanious
2196,CU-ALCW TEMPERATURE,MS 12 MUX,2P,Miscellanious
2197,CU-ALCW TANK LEVEL,MS 230 MUX,2P,Miscellanious
2198,1AQ9 BOOSTER PUMP PRESSURE,MS 22 MUX,2P,Miscellanious
2199,CU-LCW RF FLOOR PRESSURE,MS 4 MUX,2P,Miscellanious
2200,CU-LCW RF FLOOR TANK CAPPING PRESSURE,MS 236 MUX,2P,Miscellanious
2201,CU-LCW RF FLOOR RESISTIVITY,MS 65 MUX,2P,Miscellanious
2202,CU-LCW RF FLOOR TEMPERATURE,MS 13 MUX,2P,Miscellanious
2203,CU-LCW RF FLOOR TANK LEVEL,MS 235 MUX,2P,Miscellanious
2204,CU-LCW MESON HALL TANK CAPPING PRESSURE,MS 211 MUX,2P,Miscellanious
2205,CU-LCW MESON HALL RESISTIVITY,MS 66 MUX,2P,Miscellanious
2206,CU-LCW MESON HALL TANK LEVEL,MS 233 MUX,2P,Miscellanious
2207,MAIN ACTIVE SUMP LEVEL,MS 226 MUX,2P,Miscellanious
2208,BL1 LCW PRESSURE,MS 34 MUX,2P,Miscellanious
2209,BL1 LCW TANK LEVEL,MS 237 MUX,2P,Miscellanious
2210,BL1 LCW RESISTIVITY,MS 68 MUX,2P,Miscellanious
2211,BL1 LCW TEMPERATURE,MS 33 MUX,2P,Miscellanious
2212,MAIN STORAGE TANK LEVEL,MS 227 MUX,2P,Miscellanious
2213,ISIS LCW PRESSURE,MS 37 MUX,2P,Miscellanious
2214,"ISIS LCW RESISTIVITY, ISIS LCW RESISTIVITY SW I/L CONDITION",MS 67 MUX,"2P, 51, 51PS, 5L, SLA, SLB, SLC, SLD",Miscellanious
2215,"CYCLOTRON - R, PA POWER - R",RF 829 MUXR,"2PA, RFTX",Radio Frequency
2216,"CYCLOTRON SWR, PA POWER - VSWR",RF 830 MUX,"2PA, RFTX",Radio Frequency
2217,COMB #3 (FINAL) OUTPUT - F,RF 822 MUXL,2PA,Radio Frequency
2218,COMB #3 (FINAL) OUTPUT - R,RF 822 MUXR,2PA,Radio Frequency
2219,COMB #3 OUTPUT SWR,RF 823 MUX,2PA,Radio Frequency
2220,VOLT. PROBE 2U9,RF 827 MUXL,2PA,Radio Frequency
2221,VOLT. PROBE 2U9 PHASE,RF 835 MUX,2PA,Radio Frequency
2222,COMB #3 DIFFERENCE,RF 834 MUXR,2PA,Radio Frequency
2223,COMB #1 OUTPUT - F,RF 818 MUXL,2PA,Radio Frequency
2224,COMB #3 PHASE,RF 834 MUXL,2PA,Radio Frequency
2225,COMB #2 OUTPUT - F,RF 820 MUXL,2PA,Radio Frequency
2226,COMB #1 OUTPUT - R,RF 818 MUXR,2PA,Radio Frequency
2227,COMB #2 OUTPUT - R,RF 820 MUXR,2PA,Radio Frequency
2228,VOLT. PROBE 3L9,RF 828 MUXL,2PA,Radio Frequency
2229,COMB #1 OUTPUT SWR,RF 819 MUX,2PA,Radio Frequency
2230,COMB #3 WASTE LOAD - F,RF 826 MUXL,2PA,Radio Frequency
2231,COMB #2 OUTPUT SWR,RF 821 MUX,2PA,Radio Frequency
2232,COMB #1 DIFFERENCE,RF 832 MUXR,2PA,Radio Frequency
2233,COMB #2 DIFFERENCE,RF 833 MUXR,2PA,Radio Frequency
2234,COMB #1 PHASE,RF 832 MUXL,2PA,Radio Frequency
2235,COMB #2 PHASE,RF 833 MUXL,2PA,Radio Frequency
2236,"INPUT FOR O/P #0, INPUT FOR O/P #1, INPUT FOR O/P #2",RF 40 REG,2PA,Radio Frequency
2237,COMB #1 WASTE LOAD - F,RF 824 MUXL,2PA,Radio Frequency
2238,COMB #2 WASTE LOAD - F,RF 825 MUXL,2PA,Radio Frequency
2239,PA1 OUTPUT - R,RF 810 MUXR,2PA,Radio Frequency
2240,PA2 OUTPUT - R,RF 812 MUXR,2PA,Radio Frequency
2241,PA3 OUTPUT - R,RF 814 MUXR,2PA,Radio Frequency
2242,PA4 OUTPUT - R,RF 816 MUXR,2PA,Radio Frequency
2243,PA1 OUTPUT SWR,RF 811 MUX,2PA,Radio Frequency
2244,PA2 OUTPUT SWR,RF 813 MUX,2PA,Radio Frequency
2245,PA3 OUTPUT SWR,RF 815 MUX,2PA,Radio Frequency
2246,PA4 OUTPUT SWR,RF 817 MUX,2PA,Radio Frequency
2247,"INPUT FOR O/P #3, INPUT FOR O/P #4, INPUT FOR O/P #5",RF 41 REG,2PA,Radio Frequency
2248,GAIN FOR PA1,RF 843 MUXR,2PA,Radio Frequency
2249,GAIN FOR PA2,RF 844 MUXR,2PA,Radio Frequency
2250,GAIN FOR PA3,RF 845 MUXR,2PA,Radio Frequency
2251,GAIN FOR PA4,RF 846 MUXR,2PA,Radio Frequency
2252,PHASE FOR PA1,RF 843 MUXL,2PA,Radio Frequency
2253,PHASE FOR PA2,RF 844 MUXL,2PA,Radio Frequency
2254,PHASE FOR PA3,RF 845 MUXL,2PA,Radio Frequency
2255,PHASE FOR PA4,RF 846 MUXL,2PA,Radio Frequency
2256,"INPUT FOR O/P #6, INPUT FOR O/P #7",RF 42 REG,2PA,Radio Frequency
2257,PA1 INPUT - F,RF 802 MUXL,2PA,Radio Frequency
2258,PA2 INPUT - F,RF 804 MUXL,2PA,Radio Frequency
2259,PA3 INPUT - F,RF 806 MUXL,2PA,Radio Frequency
2260,PA4 INPUT - F,RF 808 MUXL,2PA,Radio Frequency
2261,PA1 INPUT - R,RF 802 MUXR,2PA,Radio Frequency
2262,PA2 INPUT - R,RF 804 MUXR,2PA,Radio Frequency
2263,PA3 INPUT - R,RF 806 MUXR,2PA,Radio Frequency
2264,PA4 INPUT - R,RF 808 MUXR,2PA,Radio Frequency
2265,RF SWITCH MODE,RF 43 REG,2PA,Radio Frequency
2266,PA1 INPUT SWR,RF 803 MUX,2PA,Radio Frequency
2267,PA2 INPUT SWR,RF 805 MUX,2PA,Radio Frequency
2268,PA3 INPUT SWR,RF 807 MUX,2PA,Radio Frequency
2269,PA4 INPUT SWR,RF 809 MUX,2PA,Radio Frequency
2270,PHASE FOR PA1 INPUT,RF 839 MUXL,2PA,Radio Frequency
2271,PHASE FOR PA2 INPUT,RF 840 MUXL,2PA,Radio Frequency
2272,PHASE FOR PA3 INPUT,RF 841 MUXL,2PA,Radio Frequency
2273,PHASE FOR PA4 INPUT,RF 842 MUXL,2PA,Radio Frequency
2274,"RF POWER MON VV1, VV1 WATCHDOG STATUS",RF 837 MUX,"2PA, MNW",Radio Frequency
2275,RFCS DRIVE,RF 831 MUXL,2PA,Radio Frequency
2276,"RF POWER MON VV2, VV2 WATCHDOG STATUS",RF 836 MUX,"2PA, MNW",Radio Frequency
2277,RFCS PHASE,RF 838 MUXL,2PA,Radio Frequency
2278,IPA R,RF 800 MUXR,2PA,Radio Frequency
2279,IPA SWR,RF 801 MUX,2PA,Radio Frequency
2280,RF VSWR MONITOR STATUS,RF 80 REG,2PA,Radio Frequency
2281,"MAIN SUMPS STATUS - ACTIVE, MAIN SUMPS STATUS - NON-ACTIVE, MAIN SUMPS STATUS - SUBSURFACE, SERVICE PANEL ALARM BELL",MS 0 REG,"2R, 2S",Miscellanious
2282,RESONATOR TC (UPPER Q1 1) TEMP.,RF 200 MUX,2T,Radio Frequency
2283,RESONATOR TC (UPPER Q4 1) TEMP.,RF 236 MUX,2T,Radio Frequency
2284,RESONATOR TC (LOWER Q1 1) TEMP.,RF 262 MUX,2T,Radio Frequency
